一: b
嫌: iebaebzbbddec
嫒: iebeaaeahbehc
嫔: iebaahedbdbea
嫖: iebbdzddbbbmea
嫘: iebdzbdb33amea
嫚: iebdzbbdzddbhc
嫜: iebabaebdzbbbd
嫠: bbdeaebecbeieb
嫡: iebabaedubddzb
嫣: iebbdbdbbxaaaa
嫦: iebdaeahdzbdud
嫩: iebbdzbdeaebec
嫪: iebzafzafeceee
嫫: iebbdddzbbbec
嫱: iebbdaebdzdzbb
嬉: iebbdbdzbaebdzb
嬖: zbedzbabaebbdieb
嬗: iebabdzdzbbdzbbb
嬴: ab2dzbeubbiebewa
嬷: iebabebdeabdece3a
孀: iebbahdaaaabdeadzbbb
子: hmb
孑: hmf
孓: hmc
孔: hmfn
孕: rehmb
字: aahhmb
存: bedhmb
孙: hmfmea
孚: eaaehmb
孛: bdahhmb
孜: hmfebec
孝: bdbehmb
孟: hmbdzddb
孢: hmfeuzbn
季: ebdechmb
孤: hmfeejac
孥: iebhchmb
学: aaeahhmb
孩: hmfab3eea
孪: abddeahmb
孬: bedaiebhmb
孰: abdzbhmfewa
孱: zbehmbhmfhmb
孳: aeb33a33ahmb
孵: ejaeudaeaaehmb
孺: hmfbahdaaaabedudd
孽: bddedzbzbabaebbdhmb
宁: aahbm
它: aahen
宄: aahew
宅: aahebn
宇: aahbbm
守: aahbma
安: aahieb
宋: aahbdec
完: aahbben
宏: aahbe3a
宓: aahaoaea
宕: aahbedzb
宗: aahbbmea
官: aahdzbzb
宙: aahdzbdb
定: aahbdbec
宛: aahehaun
宜: aahdzbbb
宝: aahbbdba
实: aahaabea
宠: aahbenea
审: aahdzbbd
客: aahehcdzb
宣: aahbdzbbb
室: aahb3abdb
宥: aahbedubb
宦: aahbdzbd2
宪: aahebdben
宫: aahdzbdzb
宬: aahbeuoea
宰: aahabaebbd
害: aahbbbddzb
宴: aahdzbbieb
宵: aahdaedubb
家: aahbeleeec
宸: aahbebbjec
容: aaheaecdzb
宽: aahbdddzen
宾: aahedbdbea
宿: aahedbedzbb
寂: aahdbbmeahc
寄: aahbeabdzbm
寅: aahbdzbdbea
密: aahaoaead2d
寇: aahbbendbha
富: aahbdzbdzbdb
寐: aah2dbebbdec
寒: aahbbddbecaa
寓: aahdzbbdudfa
寝: aahafdzbbahhc
寞: aahbdddzbbbec
察: aahehaahcbbmea
寡: aahbedzbbbecue
寤: aah2dbebdzbdzb
寥: aahzafzafeceee
寨: aahbbddbecbmea
寮: aahbecaedzbbmea
寰: aahdzddbbdzbejec
寸: bma
对: habma
寺: bdbbma
寻: zbbbma
导: zbnbma
寿: bbbebma
封: bdbbdfbma
射: edubbbebma
将: afdehabma
尉: zbebbmeabma
尊: aebdze2bbbma
小: mea
少: deae
尔: ehmea
尕: 7emea
尖: deabec
尘: deabdb
尚: daedudzb
尜: deabecmea
尝: daeahbb3a
尤: bena
尥: beneua
尧: boeben
尬: beneced
就: abdzbmeabena
尴: benddebadzddb
尸: zbe
尹: zbbe
尺: zbec
尻: zbeew
尼: zbeen
尽: zbecaa
尾: zbeebbn
尿: zbemhec
局: zbeudzb
屁: zbebjen
层: zbebb3a
屃: zbedzea
居: zbebddzb
屈: zbe2dd2d
屉: zbebddb2
届: zbedzbdb
屋: zbeb3abdb
屎: zbeaebdec
屏: zbeaebbed
屐: zbeeedbdhc
屑: zbedaedubb
展: zbebddbjec
屙: zberdbdzbm
属: zbeedzbdudfa
屠: zbebdbedzbb
屡: zbeaebdecieb
屣: zbeeeddbdbdbec
履: zbeeedebdzbbehc
屦: zbeeedaebdecieb
屯: b2dn
山: d2d
屹: d2debw
屺: d2dzbn
屿: d2dbxb
岁: d2deha
岂: d2dzbn
岈: d2db3me
岌: d2de6c
岍: d2dbbed
岐: d2dbdhc
岑: d2decah
岔: ecued2d
岖: d2dbea2
岗: d2dduea
岘: d2ddzen
岙: ebecd2d
岚: d2dewea
岛: euaxd2d
岢: d2dbdzbm
岣: d2deudzb
岩: d2dbedzb
岫: d2ddzbdb
岬: d2ddzbbd
岭: d2decaha
岱: edboad2d
岳: edbdbd2d
岵: d2dbddzb
岷: d2dzbjbo
岸: d2dbebbd
岿: d2ddezbb
峁: d2dejeud
峂: d2dehcaa
峄: d2dhcbbd
峋: d2deudzbb
峒: d2ddubdzb
峙: d2dbdbbma
峡: d2dbaebec
峣: d2dboeben
峤: d2debeced
峥: d2dehzbbm
峦: abddead2d
峧: d2dabeaec
峨: d2debmfoea
峪: d2deaecdzb
峭: d2ddaedubb
峰: d2dehcbbbd
峻: d2d3aeaehc
崂: d2dbddahue
崃: d2dbaebdec
崆: d2daaheabdb
崇: d2daahbbmea
崎: d2dbeabdzbm
崔: d2dedabbbdb
崖: d2dbebdbbdb
崛: d2dzbe2dd2d
崞: d2dabdzbhmb
崟: d2decbbdaeb
崤: d2deabedubb
崦: d2dbecdzbbn
崩: d2deubbeubb
崭: d2db3dfeebd
崮: d2ddzbddzbb
崴: d2dbebieboea
崽: d2ddzbdbaoaa
嵇: ebdeabenad2d
嵊: d2debddbfenec
嵋: d2dzdbedzbbb
嵌: d2dbddbbehec
嵎: d2ddzbbdudfa
嵖: d2dbdecdzbbb
嵘: d2dbddahbdec
嵚: d2debbbjehec
嵛: d2decbdubbdm
嵝: d2daebdecieb
嵩: d2dabdzbdudzb
嵫: d2daeb33a33a
嵬: d2dedzbben3a
嵯: d2daebbbebdb
嵴: d2dafeaecdubb
嶂: d2dabaebdzbbbd
嶓: d2deaebdecdzbdb
嶙: d2daebdecehab3d
嶝: d2dhaeecbdzbaeb
嶷: d2denebbeahahdbec
巅: d2dbddzbbbbeabedzea
巉: d2dehdzbbjenehdzbena
巍: d2debdeaiebedzbben3a
川: edd
州: aeadad
巡: iiia6c
巢: iiidzbbbdec
工: bdb
左: bebdb
巧: bdfbx
巨: bzb2
巩: bdfewa
巫: bdeaeab
差: aebbbebdb
巯: habdfab3aedn
己: zbn
已: zbn
巳: zbn
巴: zdbn
巷: bddbeczbn
巽: zbnzbnbddbea
巾: dud
币: edud
市: abdud
布: bedud
帅: dedud
帆: dudewa
师: debdud
希: eabedud
帏: dudbbud
帐: dudebjc
帑: iebhcdud
帔: dudhedhc
帕: dudedzbb
帖: duddbdzb
帘: aaheadud
帙: dudebbec
帚: zbbahdud
帛: edzbbdud
帜: duddzbea
帝: abaeahdud
帡: dudaebbed
带: bdddahdud
帧: duddbdzea
席: abebddbdud
帮: bbberddud
帱: dudbbbebma
帷: dudedabbbdb
常: daeahdzbdud
帻: dudbbdbdzea
帼: duddzbbdbab
帽: duddzbbdzbbb
幂: ahdzbbbecdud
幄: dudzbeb3abdb
幅: dudbdzbdzbdb
幌: duddzbbdaeben
幔: duddzbbdzddbhc
幕: bdddzbbbecdud
幛: dudabaebdzbbbd
幞: dudddaebaebbbec
幡: dudeaebdecdzbdb
幢: dudabaebdzbbdbb
幪: dudbddahbbeleeec
干: bbd
平: baebd
年: ebbdbd
并: aebbed
幸: bdbaebbd
幺: 33a
幻: 33au
幼: 33aue
幽: d33a33a2d
广: abe
庀: abeen
庄: abebdb
庆: abebec
庇: abebjen
床: abebdec
庋: abebdhc
序: abehahm
庐: abeazbe
庑: abebben
库: abeb3bd
应: abeaaeb
底: abeejboa
庖: abeeuzbn
店: abedbdzb
庙: abedzbdb
庚: abezbbec
府: abeedbma
庞: abebenea
废: abe3ehca
庠: abeaebbbd
庤: abebdbbma
庥: abeedbdec
度: abebddbhc
座: abeeaeabdb
庭: abeebdb6c
庳: abeedzbbebd
庵: abebecdzbbn
庶: abebddbaaaa
康: abezbbmafec
庸: abezbbdubbd
庹: abebddbzbec
庼: abebjbedzea
庾: abeedbzbbec
廉: abeaebzbbddec
廊: abeazbbjard
廋: abeedbzbbdhc
廒: abebbdbueebec
廓: abeabdzbhmfrd
廖: abezafzafeceee
廙: abedzbdbbddbea
廛: abedzbbdbbeabdb
廨: abeeheubbdueebbd
廪: abeabdzdzbbbbmea
延: edb26c
廷: ebdb6c
建: zbbbbd6c
廿: bddb
开: bbed
弁: 3abed
异: zbnbed
弃: ab3abed
弄: bbdbbed
弇: ecbdzbbed
弈: abemeabed
弊: aedudeaebecbed
弋: boa
式: bbdfoa
弑: eabmeabbdfoa
弓: zbx
引: zbxd
弗: zbxed
弘: zbx3a
弛: zbxudn
弟: aezbxde
张: zbxebjc
弥: zbxehmea
弦: zbxab33a
弧: zbxeejac
弩: iebhczbx
弭: zbxbddbbb
弯: abddeazbx
弱: zbxafzbxaf
弹: zbxaedzbbbd
强: zbxdzbdzbdba
弼: zbxbedzbbzbx
彀: bdbahbzbxeqhc
归: dezbb
当: daezbb
录: zbbmafec
彖: 3hbeleeec
彗: bbbdbbbdzbb
彘: 3hbbjebbeaen
彝: 3hbaebdea33ameabed
形: bbedeee
彤: euabeee
彦: abaebeeee
彧: bdzbfoeeea
彩: eaaebdeaeee
彪: dbhebneweee
彬: bdeabdeaeee
彭: bdbdzbaefeee
彰: abaebdzbbbdeee
影: dzbbabdzbmeaeee
彳: eed
彷: eedabue
役: eedeqhc
彻: eedbjue
彼: eedhedhc
往: eedabbdb
征: eedbdbdb
徂: eeddzbbb
径: eedhabdb
待: eedbdbbma
徇: eedeudzbb
很: eedzbbjec
徉: eedaebbbd
徊: eeddzdzbb
律: eedzbbbbd
徐: eedecbbmea
徒: eedbdbdbec
徕: eedbaebdec
得: eeddzbbbbma
徘: eeddbbbdbbb
徙: eeddbdbdbec
徜: eeddaedudzb
御: eedebbdbdfud
徨: eededzbbbbdb
循: eedeebddzbbb
徭: eedeaaeebbd2d
微: eedd2dbekebec
徵: eedd2dbbbdbebec
德: eedbedzddbbaoaa
徼: eededzbbabueebec
徽: eedd2db33ameaebec
心: aoaa
必: aoaea
忆: aadw
忉: aadue
忌: zbnaoaa
忍: ueaaoaa
忏: aadebd
忐: dbbaoaa
忑: bdaaoaa
忒: baoaaoa
忖: aadbma
志: bdbaoaa
忘: ab2aoaa
忙: aadab2
忝: bbecmaaa
忠: dzbdaoaa
忡: aaddzbd
忤: aadebbd
忧: aadbena
忪: aadec3a
快: aadzbec
忭: aadabda
忮: aadbdhc
忱: aadahen
念: ecahaoaa
忸: aadzdbb
忻: aadeebd
忽: eueeaoaa
忾: aadebbw
忿: ecueaoaa
怀: aadbeda
态: becaaoaa
怂: eaecaoaa
怃: aadbben
怄: aadbea2
怅: aadebjc
怆: aadecun
怊: aaduedzb
怍: aadebdbb
怎: ebdbbaoaa
怏: aaddzbec
怒: iebhcaoaa
怔: aadbdbdb
怕: aadedzbb
怖: aadbedud
怙: aadbddzb
怛: aaddzbbb
怜: aadecaha
思: dzbdbaoaa
怠: 3adzbaoaa
怡: aad3adzb
急: ehzbbaoaa
怦: aadbaebd
性: aadebbdb
怨: ehaunaoaa
怩: aadzbeen
怪: aadhcbdb
怫: aadzbxed
怯: aadbdb3a
怵: aadbdeca
总: aedzbaoaa
怼: habmaaoaa
怿: aadhcbbd
恁: edebdbaoaa
恂: aadeudzbb
恃: aadbdbbma
恋: abddeaaoaa
恍: aaddaeben
恐: bdfewaaoaa
恒: aadbdzbbb
恕: iebdzbaoaa
恙: aebbdbaoaa
恚: bdbbdbaoaa
恝: bbbdueaoaa
恢: aadbeaeec
恣: afehecaoaa
恤: aadedzddb
恧: beduddaoaa
恨: aadzbbjec
恩: dzbeabaoaa
恪: aadehcdzb
恫: aaddubdzb
恬: aadebddzb
恭: bddbecmaaa
息: edzbbbaoaa
恰: aadecbdzb
恳: zbbjecaoaa
恶: bddaebaoaa
恸: aadbb3aue
恹: aadbebeca
恺: aadd2dzbn
恻: aaddzeadm
恼: aadabea2d
恽: aadahb3bd
恿: hadubbdaoaa
悃: aaddzbdeab
悄: aaddaedubb
悉: eaebdecaoaa
悌: aadaezbxde
悍: aaddzbbbbd
悒: aaddzbzdbn
悔: aadeb2uaba
悖: aadbdahhmb
悚: aadbdzbdec
悛: aad3aeaehc
悝: aaddzbbdbb
悟: aadbdzbdzb
悠: eddebecaoaa
悢: aadazbbjec
患: dzbdzbdaoaa
悦: aadaedzben
您: edehmeaaoaa
悫: bdbahewaoaa
悬: dzbbb3aaoaa
悭: aadddhcbdb
悯: aadaduabea
悱: aaddbbbdbbb
悲: dbbbdbbbaoaa
悴: aadabeaeabd
悸: aadebdechmb
悻: aadbdbaebbd
悼: aaddbdzbbbd
情: aadbbdbdubb
惆: aadeubdbdzb
惇: aadabdzbhmb
惊: aadabdzbmea
惋: aadaahehaun
惑: bdzbfoeaaoaa
惕: aaddzbbeuee
惘: aadduaebab2
惚: aadeueeaoaa
惜: aadbddbdzbb
惝: aaddaedudzb
惟: aadedabbbdb
惠: bdzbbdbaaoaa
惦: aadabedbdzb
惧: aaddzbbbbea
惨: aad3abeceee
惩: eedbdbdbaoaa
惫: ehcdzbdbaoaa
惬: aadbbaebea2
惭: aadb3dfeebd
惮: aadaedzbbbd
惯: aad2zdbdzea
惰: aadbebdbdubb
想: bdeadzbbbaoaa
惴: aadd2dbedudd
惶: aadedzbbbbdb
惹: bddbedzbaoaa
惺: aaddzbbebbdb
愀: aadebdeaaeec
愁: ebdeaaeecaoaa
愆: eedaafbbmaoaa
愈: ecbdubbdmaoaa
愉: aadecbdubbdm
愎: aadebdzbbehc
意: abaebdzbbaoaa
愔: aadabaebdzbb
愕: aaddzbdzbbbx
愚: dzbbdudfaaoaa
感: bebdzboeaaoaa
愠: aaddzbbdzddb
愣: aaddzddbabue
愤: aadbdbdddzea
愦: aaddzbdbdzea
愧: aadedzbben3a
愫: aadbbdb33amea
愿: beedzbbmeaaoaa
慈: aeb33a33aaoaa
慊: aadaebzbbddec
慌: aadbddab2edn
慎: aadbddzbbbbea
慑: aadbddbbbhahc
慕: bdddzbbbecmaaa
慝: bbddbedzb2aoaa
慢: aaddzbbdzddbhc
慥: aadebdbdzba6c
慧: bbbdbbbdzbbaoaa
慨: aadzbbjab3en
慭: baebdeabecaaoaa
慰: zbebbmeabmaaoaa
慵: aadabezbbdubbd
慷: aadabezbbmafec
憋: aedudeaebecaoaa
憎: aadaedzdaebdzbb
憔: aadedabbbdbaaaa
憝: abdzbhmfebecaoaa
憧: aadabaebdzbbdbb
憨: hbddbbfebecaoaa
憩: ebddzbedzbbbaoaa
憬: aaddzbbabdzbmea
憷: aadbdeabdeahdbec
憾: aadbebdzboeaaoaa
懂: aadbddebdzbbdbb
懈: aadeheubbdueebbd
懊: aadedzaebdeabec
懋: bdeahahmebdecaoaa
懑: aafbddbdueaeaaoaa
懒: aadbdzbdeaehdzea
懦: aadbahdaaaabedudd
懵: aadbdddzddbahdzbbb
懿: bdbahbdzbaefafehecaoaa
戆: abaebdzbbbdehcbdbdzeaaoaa
戈: boea
戊: beoea
戋: bboea
戌: beboea
戍: beaoea
戎: bbeoea
戏: haboea
成: beuoea
我: ebmfoea
戒: bbedoea
戕: 2dbeboea
或: bdzbfoea
戗: eaunboea
战: dbdzbboea
戚: bedbbmeaoea
戛: bedzbbbboea
戟: bddzbbbdboea
戡: bddbbbea2boea
戢: dzbbddbbfoea
戥: dzbbebbdfboea
截: bdbedabbbdboea
戬: bddaebdzbbboea
戮: zafzafeaeeeboea
戳: zafzafedabbbdbboea
戴: bdbdzbdbbddbeaoea
户: azbe
戽: azbeaabd
戾: azbebeca
房: azbeabue
所: eezbeebd
扁: azbedubdd
扃: azbedudzb
扅: azbeehaeha
扇: azbeuafuaf
扈: azbedzbzdbn
扉: azbedbbbdbbb
扊: azbeaeeaaeec
手: ebbm
才: bme
扎: bmfn
扑: bmfda
扒: bmfec
打: bmfbm
扔: bmfre
托: bmfebn
扛: bmfbdb
扣: bmfdzb
扦: bmfebd
执: bmfewa
扩: bmfabe
扪: bmfadu
扫: bmfzbb
扬: bmfree
扭: bmfzdbb
扮: bmfecue
扯: bmfdbdb
扰: bmfbena
扳: bmfeehc
扶: bmfbbec
批: bmfbjen
扺: bmfejbo
扼: bmfbeun
找: bmfboea
承: hmbbbhec
技: bmfbdhc
抃: bmfabda
抄: bmfdeae
抉: bmfzbec
把: bmfzdbn
抑: bmfejud
抒: bmfhahm
抓: bmfeedc
抔: bmfbeda
投: bmfeqhc
抖: bmfaabd
抗: bmfabew
折: bmfeebd
抚: bmfbben
抛: bmfewue
抟: bmfbb5a
抠: bmfbea2
抡: bmfecen
抢: bmfecun
护: bmfazbe
报: bmfudhc
抨: bmfbaebd
披: bmfhedhc
抬: bmf3adzb
抱: bmfeuzbn
抵: bmfejboa
抹: bmfbbdec
抻: bmfdzbbd
押: bmfdzbbd
抽: bmfdzbdb
抿: bmfzbjbo
拂: bmfzbxed
拃: bmfebdbb
拄: bmfabbdb
担: bmfdzbbb
拆: bmfeebda
拇: bmf2uaba
拈: bmfdbdzb
拉: bmfabaeb
拊: bmfedbma
拌: bmfaebbd
拍: bmfedzbb
拎: bmfecaha
拐: bmfdzbue
拒: bmfbzb2
拓: bmfbedzb
拔: bmfbehca
拖: bmfebudn
拗: bmf33aue
拘: bmfeudzb
拙: bmf2dd2d
拚: bmf3abed
招: bmfuedzb
拜: ebbebbbbd
拟: bmfjaea
拢: bmfbenea
拣: bmfb3uea
拤: bmfdbbda
拥: bmfeubbd
拦: bmfaebbb
拧: bmfaahbm
拨: bmf3ehca
择: bmfhcbbd
括: bmfebddzb
拭: bmfbbdfoa
拮: bmfbdbdzb
拯: bmfhmhecb
拱: bmfbddbea
拳: aebbecebbm
拴: bmfecbbdb
拶: bmfiiieha
拷: bmfbdbebx
拼: bmfaebbed
拽: bmfdzbboe
拾: bmfecbdzb
拿: ecbdzbebbm
持: bmfbdbbma
挂: bmfbdbbdb
指: bmfendzbb
挈: bbbdueebbm
按: bmfaahieb
挎: bmfbecbbx
挑: bmfeafnea
挖: bmfaaheaw
挚: bmfewaebbm
挛: abddeaebbm
挝: bmfbmaa6c
挞: bmfbeaa6c
挟: bmfbaebec
挠: bmfboeben
挡: bmfdaezbb
挢: bmfebeced
挣: bmfehzbbm
挤: bmfabeced
挥: bmfahb3bd
挦: bmfzbbbma
挨: bmf3aebbec
挪: bmfubberd
挫: bmfeaeabdb
振: bmfbebbjec
挲: aafdeaeebbm
挹: bmfdzbzdbn
挺: bmfebdb6c
挽: bmfehdzben
捂: bmfbdzbdzb
捃: bmfzbbedzb
捅: bmfhadubbd
捆: bmfdzbdeab
捉: bmfdzbdbec
捋: bmfeaaebma
捌: bmfdzbuedm
捍: bmfdzbbbbd
捎: bmfdaedubb
捏: bmfdzbbbdb
捐: bmfdzbdubb
捕: bmfbdubbda
捞: bmfbddahue
损: bmfdzbdzea
捡: bmfecbaaeb
换: bmfehdzbec
捣: bmfeuaxd2d
捧: bmfbbbecbbd
捩: bmfazbebeca
捭: bmfedzbbebd
据: bmfzbebddzb
捯: bmfb3abdfdm
捶: bmfebdbddbb
捷: bmfbzbbdbec
捺: bmfbecbbmea
捻: bmfecahaoaa
掀: bmfeebdehec
掂: bmfabedbdzb
掇: bmfhahahahc
授: bmfeaaeahhc
掉: bmfdbdzbbbd
掊: bmfabaebdzb
掌: daeahdzbebbm
掎: bmfbeabdzbm
掏: bmfeuebbd2d
掐: bmfehedbzbb
排: bmfdbbbdbbb
掖: bmfabedehac
掘: bmfzbe2dd2d
掠: bmfabdzbmea
探: bmfaheabdec
掣: ebbduddmebbm
接: bmfabaebieb
控: bmfaaheabdb
推: bmfedabbbdb
掩: bmfbecdzbbn
措: bmfbddbdzbb
掬: bmfeuaebdea
掭: bmfbbecmaaa
掮: bmfazbedubb
掰: ebbeecueebbm
掳: bmfdbhebnue
掴: bmfdzbbdbab
掷: bmfaebbeard
掸: bmfaedzbbbd
掺: bmf3abeceee
掼: bmf2zdbdzea
掾: bmf3hbeleeec
揄: bmfecbdubbdm
揆: bmfhaeecbbea
揉: bmfhahmebdec
揍: bmfbbbecbbea
揎: bmfaahbdzbbb
描: bmfbdddzbdb
提: bmfdzbbbdbec
插: bmfebdedbzbb
揖: bmfdzbbddbbb
揞: bmfabaebdzbb
揠: bmfbdzbbieb2
握: bmfzbeb3abdb
揣: bmfd2dbedudd
揩: bmfbjenedzbb
揪: bmfebdeaaeec
揭: bmfdzbbeuea2
揳: bmfbbbduebec
援: bmfeaaebbehc
揶: bmfbddbbfrd
揸: bmfbdecdzbbb
揽: bmfddebadzen
揾: bmfdzbbdzddb
揿: bmfebbbjehec
搀: bmfehdzbenaa
搁: bmfaduehcdzb
搂: bmfaebdecieb
搅: bmfaaeahdzen
搋: bmfeedbhebnew
搌: bmfzbebddbjec
搏: bmfbdzbbdabma
搐: bmfab33adzbdb
搒: bmfabaeahabue
搓: bmfaebbbebdb
搔: bmfhcadzbdba
搛: bmfaebzbbddec
搜: bmfedbzbbdhc
搞: bmfabdzbdudzb
搠: bmfaeb2deeubb
搡: bmfhahahabdec
搦: bmfzbxafzbxaf
搪: bmfabezbbddzb
搬: bmfeeuabaeqhc
搭: bmfbddecbdzb
搴: aahbbddbecebbm
携: bmfedabbbdbre
搽: bmfbddecbmea
摁: bmfdzbeabaoaa
摄: bmfbddbbbhahc
摅: bmfdbhebnaoaa
摆: bmfdzddbbdb3a
摇: bmfeaaeebbd2d
摈: bmfaahedbdbea
摊: bmfhaedabbbdb
摒: bmfzbeaebbed
摔: bmfab33aafeabd
摘: bmfabaedubddzb
摞: bmfdzbdb33amea
摧: bmfd2dedabbbdb
摩: abebdeabdecebbm
摭: bmfabebddbaaaa
摸: bmfbdddzbbbec
摹: bdddzbbbecebbm
摺: bmfzafzafedzbb
摽: bmfbdzddbbbmea
撂: bmfdzbdbehcdzb
撄: bmfdzeadzeaieb
撅: bmfbeaeb2beehec
撇: bmfaedudeaebec
撑: bmfdaeahdzbebbm
撒: bmfbddbdubbebec
撕: bmfbddbbbeaeebd
撖: bmfhbddbbfebec
撙: bmfaebdze2bbbma
撞: bmfabaebdzbbdbb
撤: bmfab3adubbebec
撩: bmfbecaedzbbmea
撬: bmfebbnebbjebbn
播: bmfeaebdecdzbdb
撮: bmfdzbbbddbbfhc
撰: bmfzbnzbnbddbea
撵: bmfbbeabbecb3bd
撷: bmfbdbdzbbedzea
撸: bmfehdzbdbbdzbb
撺: bmfaaheadzbdzbd
撼: bmfbebdzboeaaoaa
擀: bmfbddzbbbdecbbd
擂: bmfbahdaaaadzbdb
擅: bmfabdzdzbbdzbbb
操: bmfdzbdzbdzbbdec
擎: bddeudzbebecebbm
擐: bmfdzddbbdzbejec
擒: bmfecabea2ddu3a
擘: zbedzbabaebbdebbm
擞: bmfaebdeaiebebec
擢: bmfzafzafedabbbdb
擤: bmfedzbbbdzbdbbed
擦: bmfaahehaahcbbmea
攀: bdeaeaeabdeabecebbm
攉: bmfbahdaaaaedabbbdb
攒: bmfebdbejebdbendzea
攘: bmfabdzbdzbbbddbejec
攥: bmfebaebadzbbbbec33amea
攫: bmfdzbbbdzbbbedabbbdbhc
攮: bmfbdzbdahdzbdzbbbddbejec
支: bdhc
收: jdebec
攸: eddebec
改: zbjebec
攻: bdfebec
放: abueebec
政: bdbdfebec
故: bddzbebec
效: abeaeaebec
敉: aebdeaebec
敌: ebddzbebec
敏: eb2uabaebec
救: bmafeaaebec
敕: bdzbdeaebec
敖: bbdbueebec
教: bdbehmfebec
敛: eabaaefebec
敝: aedudeaebec
敞: daedudzbebec
敢: hbddbbfebec
散: bddbdubbebec
敦: abdzbhmfebec
敫: edzbbabueebec
敬: bddeudzbebec
数: aebdeaiebebec
敲: abdzbdudzbdbhc
整: bdzbdeaebecbdbdb
敷: bdzbbdaabueebec
文: abec
斋: abecbedudd
斌: abeabbdbdfoa
斐: dbbbdbbbabec
斑: bbdfabeabbdb
斓: abeaadubdzaebdea
斗: aabd
料: aebdeaaabd
斛: eheubbdaabd
斜: eabbmeaaabd
斝: dzbdzbahaabd
斟: bddbbbea2aabd
斡: bddzbbbdecaabd
斤: eebd
斥: eebda
斧: eaeceebd
斩: b3dfeebd
斫: bedzbeebd
断: aebdea2eebd
斯: bddbbbeaeebd
新: abaebbmeaeebd
方: abue
於: abueecaa
施: abueebudn
旁: abaeahabue
旃: abueebeuab
旄: abueebebbn
旅: abueebejec
旆: abueebbdud
旋: abueebhdbec
旌: abueebebbdb
旎: abueebzbeen
族: abueebebbec
旒: abueebab3aedn
旖: abueebbeabdzbm
旗: abueebbddbbbea
无: bben
既: zbbjab3en
日: dzbb
旦: dzbbb
旧: ddzbb
旨: endzbb
早: dzbbbd
旬: eudzbb
旭: ewdzbb
旮: ewdzbb
旯: dzbbew
旰: dzbbbbd
旱: dzbbbbd
时: dzbbbma
旷: dzbbabe
旸: dzbb7ee
旺: dzbbbbdb
旻: dzbbabec
昀: dzbbeuaf
昂: dzbbejud
昃: dzbbbeec
昆: dzbbbjen
昉: dzbbabue
昊: dzbbbbec
昌: dzbbdzbb
明: dzbbeubb
昏: ejbodzbb
易: dzbbeuee
昔: bddbdzbb
昕: dzbbeebd
昙: dzbbbb3a
昝: ehcdadzbb
星: dzbbebbdb
映: dzbbdzbec
春: bbbecdzbb
昧: dzbbbbdec
昨: dzbbebdbb
昭: dzbbuedzb
是: dzbbbdbec
昱: dzbbabaeb
昴: dzbbejeud
昵: dzbbzbeen
昶: auhecdzbb
昼: zbecdzbbb
昽: dzbbbenea
显: dzbbddaeb
晁: dzbbeafnea
晃: dzbbdaeben
晋: bddaebdzbb
晌: dzbbedudzb
晏: dzbbaahieb
晒: dzbbbdze2b
晓: dzbbboeben
晔: dzbbedenbd
晕: dzbbahb3bd
晖: dzbbahb3bd
晗: dzbbecahdzb
晚: dzbbehdzben
晞: dzbbeabedud
晟: dzbbbeuoea
晡: dzbbbdubbda
晢: bmfeebddzbb
晤: dzbbbdzbdzb
晦: dzbbeb2uaba
晨: dzbbbebbjec
普: aebddaebdzbb
景: dzbbabdzbmea
晰: dzbbbdeaeebd
晴: dzbbbbdbdubb
晶: dzbbdzbbdzbb
晷: dzbbehcdadzb
智: ebbeadzbdzbb
晾: dzbbabdzbmea
暂: b3dfeebddzbb
暄: dzbbaahbdzbbb
暅: dzbbaadbdzbbb
暇: dzbbzbdbbzbhc
暌: dzbbhaeecbbea
暑: dzbbbdbedzbb
暖: dzbbeaaebbehc
暗: dzbbabaebdzbb
暝: dzbbahdzbbabea
暧: dzbbeaaeahbehc
暨: zbbjab3endzbbb
暮: bdddzbbbecdzbb
暴: dzbbbddbecmafea
暹: dzbbedabbbdba6c
暾: dzbbabdzbhmfebec
曈: dzbbabaebdzbbdbb
曙: dzbbdzddbbdbedzbb
曛: dzbbebdzaebdbbaaaa
曜: dzbbzafzafedabbbdb
曝: dzbbdzbbbddbecmafea
曦: dzbbaebbdbebdeabxoea
曩: dzbbabdzbdzbbbddbejec
曰: dzbb
曲: dzbddb
曳: dzbboe
更: bdzbbec
曷: dzbbeuea2
曹: bdzbddbdzbb
曼: dzbbdzddbhc
曾: aedzdaebdzbb
替: bbeabbecdzbb
最: dzbbbddbbfhc
月: eubb
有: bedubb
朊: eubbbben
朋: eubbeubb
服: eubbudhc
朐: eubbeudzb
朔: aeb2deeubb
朕: eubbaebbec
朗: azbbjaeubb
朘: eubb3aeaehc
望: abjeubbbbdb
朝: bddzbbbdeubb
期: bddbbbeaeubb
朦: eubbbddahbbeleeec
木: bdec
未: bbdec
末: bbdec
本: bdecb
札: bdean
术: bdeca
朱: ebbdec
朴: bdeada
朵: eqbdec
机: bdeaew
朽: bdeabx
杀: eabmea
杂: ewbmea
权: bdeahc
杆: bdeabbd
杈: bdeahca
杉: bdeaeee
杌: bdeaben
李: bdechmb
杏: bdecdzb
材: bdeabme
村: bdeabma
杓: bdeaeua
杖: bdeabec
杜: bdeabdb
杞: bdeazbn
束: bdzbdec
杠: bdeabdb
条: ehcbmea
来: baebdec
杧: bdeaab2
杨: bdearee
杪: bdeadeae
